Date,Open,High,Low,Close,Adj Close,Volume,Returns
9/1/2020,350.209991,358.75,319.799988,334.890015,322.537262,1814712700,-0.041281436
10/1/2020,337.690002,354.019989,322.600006,326.540009,315.75415,1629016100,-0.021030476
11/1/2020,330.200012,364.380005,327.23999,362.059998,350.100952,1535244300,0.108777041
12/1/2020,365.570007,378.459991,362.029999,373.880005,361.530548,1344541500,0.032646572
1/1/2021,375.309998,385.850006,364.820007,370.070007,359.371765,1402265400,-0.005971233
2/1/2021,373.720001,394.170013,370.380005,380.359985,369.364227,1307806200,0.027805362
3/1/2021,385.589996,398.119995,371.880005,396.329987,384.872589,2401715800,0.041986638
4/1/2021,398.399994,420.720001,398.179993,417.299988,406.563599,1462106600,0.056358937
5/1/2021,419.429993,422.820007,404,420.040009,409.233093,1547235900,0.006565994
6/1/2021,422.570007,428.779999,414.700012,428.059998,417.046783,1282152400,0.019093495
7/1/2021,428.869995,441.799988,421.970001,438.51001,428.625641,1422104700,0.027763931
8/1/2021,440.339996,453.070007,436.100006,451.559998,441.381439,1254001400,0.029759764
9/1/2021,452.559998,454.049988,428.779999,429.140015,419.466827,1745559600,-0.049650053
10/1/2021,430.980011,459.559998,426.359985,459.25,450.336243,1508665200,0.073592032
11/1/2021,460.299988,473.540009,455.299988,455.559998,446.717865,1335351500,-0.008034836
12/1/2021,461.640015,479,448.920013,474.959991,465.741302,1927433900,0.042584903
1/1/2022,476.299988,479.980011,420.76001,449.910004,442.727478,2485167800,-0.04941332
2/1/2022,450.679993,458.119995,410.640015,436.630005,429.659515,2297975100,-0.029516946
3/1/2022,435.040009,462.070007,415.119995,451.640015,444.429871,2380929500,0.034376886
4/1/2022,453.309998,457.829987,411.209991,412,406.68219,1856757400,-0.084935067
5/1/2022,412.070007,429.660004,380.540009,412.929993,407.600189,2418478100,0.002257288
6/1/2022,415.170013,417.440002,362.170013,377.25,372.380707,1958611900,-0.086406932
7/1/2022,376.559998,413.029999,371.040009,411.98999,408.429016,1437748400,0.096804986
8/1/2022,409.149994,431.730011,395.040009,395.179993,391.764313,1443394400,-0.040801957
9/1/2022,392.890015,411.730011,357.040009,357.179993,354.092743,1998908600,-0.096158759
10/1/2022,361.079987,389.519989,348.109985,386.209991,384.444611,2024732000,0.085717283
11/1/2022,390.140015,407.679993,368.790009,407.679993,405.816467,1745985300,0.055591509
12/1/2022,408.769989,410.48999,374.769989,382.429993,380.681885,1735926500,-0.061935836
1/1/2023,384.369995,408.160004,377.829987,405.679993,405.679993,1413920500,0.06566666
1/27/2023,403.654999,408.160004,403.440002,405.679993,405.679993,68346180,0
